wastage_id,outlet_id,wastage_date,waste_type,quantity_kg,estimated_cost,reason
3199,1,2019-11-20,spoilage,0.07,10.44,routine
3200,1,2019-11-20,returned_order,0.02,2.76,routine
3201,2,2019-11-20,prep_waste,0.43,54.8,routine
3202,2,2019-11-20,unsold_cooked,0.18,21.85,routine
3203,2,2019-11-20,spoilage,0.05,6.14,routine
3204,2,2019-11-20,returned_order,0.02,2.45,routine
3205,1,2019-11-21,prep_waste,0.25,31.1,routine
3206,1,2019-11-21,unsold_cooked,0.16,22.74,routine
3207,1,2019-11-21,spoilage,0.05,5.37,routine
3208,1,2019-11-21,returned_order,1.02,126.47,routine
3209,2,2019-11-21,prep_waste,0.24,36.41,routine
3210,2,2019-11-21,unsold_cooked,0.2,26.74,routine
3211,2,2019-11-21,spoilage,0.05,8.16,routine
3212,2,2019-11-21,returned_order,0.02,2.99,routine
3213,1,2019-11-22,prep_waste,0.44,61.33,routine
3214,1,2019-11-22,unsold_cooked,0.12,15.61,routine
3215,1,2019-11-22,spoilage,0.06,7.25,routine
3216,1,2019-11-22,returned_order,0.02,2.8,routine
3217,2,2019-11-22,prep_waste,0.37,46.55,routine
3218,2,2019-11-22,unsold_cooked,0.21,27.96,routine
3219,2,2019-11-22,spoilage,0.05,7.81,routine
3220,2,2019-11-22,returned_order,0.02,2.74,routine
3221,1,2019-11-23,prep_waste,0.29,41.65,routine
3222,1,2019-11-23,unsold_cooked,0.24,31.66,routine
3223,1,2019-11-23,spoilage,0.05,8.0,routine
3224,1,2019-11-23,returned_order,0.02,2.58,routine
3225,2,2019-11-23,prep_waste,0.35,47.84,routine
3226,2,2019-11-23,unsold_cooked,0.24,26.96,routine
3227,2,2019-11-23,spoilage,0.06,8.31,routine
3228,2,2019-11-23,returned_order,0.55,58.68,routine
3229,1,2019-11-24,prep_waste,0.43,60.78,routine
3230,1,2019-11-24,unsold_cooked,0.11,13.78,routine
3231,1,2019-11-24,spoilage,0.03,4.19,routine
3232,1,2019-11-24,returned_order,1.31,169.67,routine
3233,2,2019-11-24,prep_waste,0.3,41.39,routine
3234,2,2019-11-24,unsold_cooked,0.27,33.13,routine
3235,2,2019-11-24,spoilage,0.06,6.16,routine
3236,2,2019-11-24,returned_order,1.31,200.77,routine
3237,1,2019-11-25,prep_waste,0.3,37.95,routine
3238,1,2019-11-25,unsold_cooked,0.13,18.0,routine
3239,1,2019-11-25,spoilage,0.07,9.81,routine
3240,1,2019-11-25,returned_order,0.02,3.08,routine
3241,2,2019-11-25,prep_waste,0.43,63.85,routine
3242,2,2019-11-25,unsold_cooked,0.23,28.6,routine
3243,2,2019-11-25,spoilage,0.04,6.8,routine
3244,2,2019-11-25,returned_order,0.02,2.89,routine
3245,1,2019-11-26,prep_waste,0.42,55.0,routine
3246,1,2019-11-26,unsold_cooked,0.11,15.65,routine
3247,1,2019-11-26,spoilage,0.04,4.7,routine
3248,1,2019-11-26,returned_order,0.02,3.03,routine
3249,2,2019-11-26,prep_waste,0.26,36.05,routine
3250,2,2019-11-26,unsold_cooked,0.18,21.53,routine
3251,2,2019-11-26,spoilage,0.06,5.98,routine
3252,2,2019-11-26,returned_order,0.55,59.59,routine
3253,1,2019-11-27,prep_waste,0.26,38.41,routine
3254,1,2019-11-27,unsold_cooked,0.2,21.65,routine
3255,1,2019-11-27,spoilage,0.06,7.85,routine
3256,1,2019-11-27,returned_order,0.02,2.71,routine
3257,2,2019-11-27,prep_waste,0.43,49.86,routine
3258,2,2019-11-27,unsold_cooked,0.24,37.07,routine
3259,2,2019-11-27,spoilage,0.03,4.65,routine
3260,2,2019-11-27,returned_order,0.02,2.8,routine
3261,1,2019-11-28,prep_waste,0.41,53.29,routine
3262,1,2019-11-28,unsold_cooked,0.21,28.62,routine
3263,1,2019-11-28,spoilage,0.04,6.05,routine
3264,1,2019-11-28,returned_order,0.02,2.53,routine
3265,2,2019-11-28,prep_waste,0.19,27.17,routine
3266,2,2019-11-28,unsold_cooked,0.18,25.89,routine
3267,2,2019-11-28,spoilage,0.08,10.06,routine
3268,2,2019-11-28,returned_order,0.02,2.16,routine
3269,1,2019-11-29,prep_waste,0.29,34.17,routine
3270,1,2019-11-29,unsold_cooked,0.17,20.91,routine
3271,1,2019-11-29,spoilage,0.07,9.69,routine
3272,1,2019-11-29,returned_order,0.02,2.27,routine
3273,2,2019-11-29,prep_waste,0.27,34.51,routine
3274,2,2019-11-29,unsold_cooked,0.24,33.93,routine
3275,2,2019-11-29,spoilage,0.06,7.33,routine
3276,2,2019-11-29,returned_order,0.02,2.33,routine
3277,1,2019-11-30,prep_waste,0.42,56.13,routine
3278,1,2019-11-30,unsold_cooked,0.2,30.22,routine
3279,1,2019-11-30,spoilage,0.08,8.36,routine
3280,1,2019-11-30,returned_order,0.7,78.4,routine
3281,2,2019-11-30,prep_waste,0.36,43.53,routine
3282,2,2019-11-30,unsold_cooked,0.17,19.43,routine
3283,2,2019-11-30,spoilage,0.06,6.55,routine
3284,2,2019-11-30,returned_order,0.02,2.68,routine
3285,1,2019-12-01,prep_waste,0.31,47.65,routine
3286,1,2019-12-01,unsold_cooked,0.15,21.92,routine
3287,1,2019-12-01,spoilage,0.08,9.76,routine
3288,1,2019-12-01,returned_order,1.44,181.9,routine
3289,2,2019-12-01,prep_waste,0.34,39.68,routine
3290,2,2019-12-01,unsold_cooked,0.11,12.9,routine
3291,2,2019-12-01,spoilage,0.03,4.9,routine
3292,2,2019-12-01,returned_order,0.53,61.12,routine
3293,1,2019-12-02,prep_waste,0.23,25.4,routine
3294,1,2019-12-02,unsold_cooked,0.14,14.97,routine
3295,1,2019-12-02,spoilage,0.04,5.36,routine
3296,1,2019-12-02,returned_order,0.02,2.14,routine
3297,2,2019-12-02,prep_waste,0.26,28.4,routine
3298,2,2019-12-02,unsold_cooked,0.22,23.81,routine
3299,2,2019-12-02,spoilage,0.05,7.43,routine
3300,2,2019-12-02,returned_order,0.02,3.03,routine
3301,1,2019-12-03,prep_waste,0.34,41.72,routine
3302,1,2019-12-03,unsold_cooked,0.14,20.02,routine
3303,1,2019-12-03,spoilage,0.06,7.7,routine
3304,1,2019-12-03,returned_order,0.02,2.53,routine
3305,2,2019-12-03,prep_waste,0.32,33.43,routine
3306,2,2019-12-03,unsold_cooked,0.16,21.02,routine
3307,2,2019-12-03,spoilage,0.03,4.72,routine
3308,2,2019-12-03,returned_order,0.02,2.62,routine
3309,1,2019-12-04,prep_waste,0.3,31.59,routine
3310,1,2019-12-04,unsold_cooked,0.14,15.5,routine
3311,1,2019-12-04,spoilage,0.07,9.45,routine
3312,1,2019-12-04,returned_order,0.89,100.87,routine
3313,2,2019-12-04,prep_waste,0.42,60.31,routine
3314,2,2019-12-04,unsold_cooked,0.18,20.42,routine
3315,2,2019-12-04,spoilage,0.06,8.54,routine
3316,2,2019-12-04,returned_order,0.02,2.15,routine
3317,1,2019-12-05,prep_waste,0.35,47.08,routine
3318,1,2019-12-05,unsold_cooked,0.12,14.51,routine
3319,1,2019-12-05,spoilage,0.07,8.99,routine
3320,1,2019-12-05,returned_order,0.02,2.52,routine
3321,2,2019-12-05,prep_waste,0.4,54.11,routine
3322,2,2019-12-05,unsold_cooked,0.23,24.86,routine
3323,2,2019-12-05,spoilage,0.07,11.1,routine
3324,2,2019-12-05,returned_order,0.67,88.71,routine
3325,1,2019-12-06,prep_waste,0.34,38.21,routine
3326,1,2019-12-06,unsold_cooked,0.18,19.88,routine
3327,1,2019-12-06,spoilage,0.05,5.77,routine
3328,1,2019-12-06,returned_order,0.02,3.01,routine
3329,2,2019-12-06,prep_waste,0.34,39.1,routine
3330,2,2019-12-06,unsold_cooked,0.14,19.5,routine
3331,2,2019-12-06,spoilage,0.05,8.03,routine
3332,2,2019-12-06,returned_order,0.02,2.6,routine
3333,1,2019-12-07,prep_waste,0.27,40.89,routine
3334,1,2019-12-07,unsold_cooked,0.29,43.27,routine
3335,1,2019-12-07,spoilage,0.05,5.6,routine
3336,1,2019-12-07,returned_order,0.74,113.81,routine
3337,2,2019-12-07,prep_waste,0.37,39.51,routine
3338,2,2019-12-07,unsold_cooked,0.24,28.98,routine
3339,2,2019-12-07,spoilage,0.05,5.01,routine
3340,2,2019-12-07,returned_order,0.02,2.32,routine
3341,1,2019-12-08,prep_waste,0.33,46.32,routine
3342,1,2019-12-08,unsold_cooked,0.2,21.71,routine
3343,1,2019-12-08,spoilage,0.04,4.95,routine
3344,1,2019-12-08,returned_order,0.02,2.43,routine
3345,2,2019-12-08,prep_waste,0.33,37.67,routine
3346,2,2019-12-08,unsold_cooked,0.2,30.22,routine
3347,2,2019-12-08,spoilage,0.06,7.61,routine
3348,2,2019-12-08,returned_order,0.02,2.87,routine
3349,1,2019-12-09,prep_waste,0.35,53.08,routine
3350,1,2019-12-09,unsold_cooked,0.13,17.35,routine
3351,1,2019-12-09,spoilage,0.05,6.26,routine
3352,1,2019-12-09,returned_order,0.02,2.85,routine
3353,2,2019-12-09,prep_waste,0.44,56.81,routine
3354,2,2019-12-09,unsold_cooked,0.24,32.99,routine
3355,2,2019-12-09,spoilage,0.07,8.35,routine
3356,2,2019-12-09,returned_order,0.02,2.2,routine
3357,1,2019-12-10,prep_waste,0.38,54.19,routine
3358,1,2019-12-10,unsold_cooked,0.16,18.54,routine
3359,1,2019-12-10,spoilage,0.08,10.23,routine
3360,1,2019-12-10,returned_order,0.86,121.51,routine
3361,2,2019-12-10,prep_waste,0.39,52.99,routine
3362,2,2019-12-10,unsold_cooked,0.19,25.87,routine
3363,2,2019-12-10,spoilage,0.05,6.14,routine
3364,2,2019-12-10,returned_order,0.02,2.52,routine
3365,1,2019-12-11,prep_waste,0.33,42.97,routine
3366,1,2019-12-11,unsold_cooked,0.19,22.48,routine
3367,1,2019-12-11,spoilage,0.06,9.65,routine
3368,1,2019-12-11,returned_order,1.71,249.36,routine
3369,2,2019-12-11,prep_waste,0.41,52.19,routine
3370,2,2019-12-11,unsold_cooked,0.17,26.17,routine
3371,2,2019-12-11,spoilage,0.05,6.62,routine
3372,2,2019-12-11,returned_order,0.02,2.4,routine
3373,1,2019-12-12,prep_waste,0.18,26.16,routine
3374,1,2019-12-12,unsold_cooked,0.24,29.89,routine
3375,1,2019-12-12,spoilage,0.07,10.1,routine
3376,1,2019-12-12,returned_order,0.71,80.71,routine
3377,2,2019-12-12,prep_waste,0.32,47.3,routine
3378,2,2019-12-12,unsold_cooked,0.22,29.35,routine
3379,2,2019-12-12,spoilage,0.04,5.18,routine
3380,2,2019-12-12,returned_order,0.52,67.44,routine
3381,1,2019-12-13,prep_waste,0.4,58.4,routine
3382,1,2019-12-13,unsold_cooked,0.22,30.19,routine
3383,1,2019-12-13,spoilage,0.06,6.7,routine
3384,1,2019-12-13,returned_order,0.58,67.22,routine
3385,2,2019-12-13,prep_waste,0.19,22.15,routine
3386,2,2019-12-13,unsold_cooked,0.18,25.81,routine
3387,2,2019-12-13,spoilage,0.06,9.35,routine
3388,2,2019-12-13,returned_order,0.02,2.18,routine
3389,1,2019-12-14,prep_waste,0.4,49.09,routine
3390,1,2019-12-14,unsold_cooked,0.24,26.5,routine
3391,1,2019-12-14,spoilage,0.04,5.18,routine
3392,1,2019-12-14,returned_order,0.82,110.41,routine
3393,2,2019-12-14,prep_waste,0.26,36.75,routine
3394,2,2019-12-14,unsold_cooked,0.19,28.77,routine
3395,2,2019-12-14,spoilage,0.07,9.47,routine
3396,2,2019-12-14,returned_order,0.88,101.35,routine
3397,1,2019-12-15,prep_waste,0.34,51.08,routine
3398,1,2019-12-15,unsold_cooked,0.17,17.72,routine
3399,1,2019-12-15,spoilage,0.06,8.64,routine
3400,1,2019-12-15,returned_order,0.02,2.69,routine
3401,2,2019-12-15,prep_waste,0.36,38.42,routine
3402,2,2019-12-15,unsold_cooked,0.14,20.63,routine
3403,2,2019-12-15,spoilage,0.06,8.14,routine
3404,2,2019-12-15,returned_order,0.59,89.75,routine
3405,1,2019-12-16,prep_waste,0.43,52.76,routine
3406,1,2019-12-16,unsold_cooked,0.22,25.77,routine
3407,1,2019-12-16,spoilage,0.04,3.87,routine
3408,1,2019-12-16,returned_order,1.77,227.06,routine
3409,2,2019-12-16,prep_waste,0.32,42.44,routine
3410,2,2019-12-16,unsold_cooked,0.22,33.38,routine
3411,2,2019-12-16,spoilage,0.06,8.36,routine
3412,2,2019-12-16,returned_order,0.02,2.82,routine
3413,1,2019-12-17,prep_waste,0.29,41.25,routine
3414,1,2019-12-17,unsold_cooked,0.22,30.54,routine
3415,1,2019-12-17,spoilage,0.07,10.56,routine
3416,1,2019-12-17,returned_order,0.02,2.23,routine
3417,2,2019-12-17,prep_waste,0.19,28.04,routine
3418,2,2019-12-17,unsold_cooked,0.1,15.39,routine
3419,2,2019-12-17,spoilage,0.04,5.37,routine
3420,2,2019-12-17,returned_order,0.59,91.51,routine
3421,1,2019-12-18,prep_waste,0.32,43.11,routine
3422,1,2019-12-18,unsold_cooked,0.25,28.32,routine
3423,1,2019-12-18,spoilage,0.08,10.92,routine
3424,1,2019-12-18,returned_order,0.02,2.12,routine
3425,2,2019-12-18,prep_waste,0.21,24.17,routine
3426,2,2019-12-18,unsold_cooked,0.16,21.1,routine
3427,2,2019-12-18,spoilage,0.05,7.82,routine
3428,2,2019-12-18,returned_order,0.02,2.45,routine
3429,1,2019-12-19,prep_waste,0.41,51.22,routine
3430,1,2019-12-19,unsold_cooked,0.1,11.15,routine
3431,1,2019-12-19,spoilage,0.05,6.2,routine
3432,1,2019-12-19,returned_order,0.63,90.63,routine
3433,2,2019-12-19,prep_waste,0.18,20.31,routine
3434,2,2019-12-19,unsold_cooked,0.13,14.59,routine
3435,2,2019-12-19,spoilage,0.05,5.18,routine
3436,2,2019-12-19,returned_order,0.74,104.66,routine
3437,1,2019-12-20,prep_waste,0.26,32.71,routine
3438,1,2019-12-20,unsold_cooked,0.12,13.56,routine
3439,1,2019-12-20,spoilage,0.05,7.98,routine
3440,1,2019-12-20,returned_order,0.9,130.51,routine
3441,2,2019-12-20,prep_waste,0.25,27.16,routine
3442,2,2019-12-20,unsold_cooked,0.22,25.91,routine
3443,2,2019-12-20,spoilage,0.07,8.63,routine
3444,2,2019-12-20,returned_order,0.69,95.18,routine
3445,1,2019-12-21,prep_waste,0.18,22.26,routine
3446,1,2019-12-21,unsold_cooked,0.22,28.51,routine
3447,1,2019-12-21,spoilage,0.05,6.74,routine
3448,1,2019-12-21,returned_order,0.74,79.4,routine
3449,2,2019-12-21,prep_waste,0.29,38.01,routine
3450,2,2019-12-21,unsold_cooked,0.11,14.44,routine
3451,2,2019-12-21,spoilage,0.04,4.83,routine
3452,2,2019-12-21,returned_order,0.02,2.24,routine
3453,1,2019-12-22,prep_waste,0.42,50.6,routine
3454,1,2019-12-22,unsold_cooked,0.28,36.45,routine
3455,1,2019-12-22,spoilage,0.05,6.54,routine
3456,1,2019-12-22,returned_order,0.02,2.98,routine
3457,2,2019-12-22,prep_waste,0.29,44.27,routine
3458,2,2019-12-22,unsold_cooked,0.23,24.32,routine
3459,2,2019-12-22,spoilage,0.06,6.19,routine
3460,2,2019-12-22,returned_order,0.02,2.97,routine
3461,1,2019-12-23,prep_waste,0.41,58.06,routine
3462,1,2019-12-23,unsold_cooked,0.16,17.5,routine
3463,1,2019-12-23,spoilage,0.06,7.45,routine
3464,1,2019-12-23,returned_order,0.02,2.21,routine
3465,2,2019-12-23,prep_waste,0.35,37.21,routine
3466,2,2019-12-23,unsold_cooked,0.2,21.78,routine
3467,2,2019-12-23,spoilage,0.04,5.22,routine
3468,2,2019-12-23,returned_order,0.02,2.41,routine
3469,1,2019-12-24,prep_waste,0.22,28.98,routine
3470,1,2019-12-24,unsold_cooked,0.18,19.8,routine
3471,1,2019-12-24,spoilage,0.07,10.03,routine
3472,1,2019-12-24,returned_order,0.66,89.44,routine
3473,2,2019-12-24,prep_waste,0.37,53.84,routine
3474,2,2019-12-24,unsold_cooked,0.19,24.0,routine
3475,2,2019-12-24,spoilage,0.03,3.54,routine
3476,2,2019-12-24,returned_order,0.02,2.29,routine
3477,1,2019-12-25,prep_waste,0.22,24.05,routine
3478,1,2019-12-25,unsold_cooked,0.22,31.63,routine
3479,1,2019-12-25,spoilage,0.06,9.54,routine
3480,1,2019-12-25,returned_order,0.02,2.89,routine
3481,2,2019-12-25,prep_waste,0.25,27.98,routine
3482,2,2019-12-25,unsold_cooked,0.22,25.39,routine
3483,2,2019-12-25,spoilage,0.05,7.4,routine
3484,2,2019-12-25,returned_order,0.65,94.64,routine
3485,1,2019-12-26,prep_waste,0.44,66.14,routine
3486,1,2019-12-26,unsold_cooked,0.16,23.21,routine
3487,1,2019-12-26,spoilage,0.05,6.84,routine
3488,1,2019-12-26,returned_order,0.69,100.36,routine
3489,2,2019-12-26,prep_waste,0.27,41.4,routine
3490,2,2019-12-26,unsold_cooked,0.16,22.68,routine
3491,2,2019-12-26,spoilage,0.08,9.07,routine
3492,2,2019-12-26,returned_order,0.02,2.28,routine
3493,1,2019-12-27,prep_waste,0.18,25.25,routine
3494,1,2019-12-27,unsold_cooked,0.23,32.4,routine
3495,1,2019-12-27,spoilage,0.06,6.65,routine
3496,1,2019-12-27,returned_order,0.02,2.41,routine
3497,2,2019-12-27,prep_waste,0.2,26.17,routine
3498,2,2019-12-27,unsold_cooked,0.14,18.43,routine
3499,2,2019-12-27,spoilage,0.05,7.35,routine
3500,2,2019-12-27,returned_order,0.02,2.99,routine
3501,1,2019-12-28,prep_waste,0.3,32.29,routine
3502,1,2019-12-28,unsold_cooked,0.22,31.42,routine
3503,1,2019-12-28,spoilage,0.05,7.37,routine
3504,1,2019-12-28,returned_order,0.02,2.35,routine
3505,2,2019-12-28,prep_waste,0.39,47.01,routine
3506,2,2019-12-28,unsold_cooked,0.14,17.85,routine
3507,2,2019-12-28,spoilage,0.06,9.42,routine
3508,2,2019-12-28,returned_order,0.02,2.13,routine
3509,1,2019-12-29,prep_waste,0.34,36.15,routine
3510,1,2019-12-29,unsold_cooked,0.11,14.59,routine
3511,1,2019-12-29,spoilage,0.06,7.77,routine
3512,1,2019-12-29,returned_order,1.43,166.32,routine
3513,2,2019-12-29,prep_waste,0.41,51.04,routine
3514,2,2019-12-29,unsold_cooked,0.23,25.36,routine
3515,2,2019-12-29,spoilage,0.04,4.21,routine
3516,2,2019-12-29,returned_order,0.02,3.03,routine
3517,1,2019-12-30,prep_waste,0.31,40.19,routine
3518,1,2019-12-30,unsold_cooked,0.23,26.94,routine
3519,1,2019-12-30,spoilage,0.04,4.87,routine
3520,1,2019-12-30,returned_order,0.64,84.21,routine
3521,2,2019-12-30,prep_waste,0.19,27.62,routine
3522,2,2019-12-30,unsold_cooked,0.1,12.93,routine
3523,2,2019-12-30,spoilage,0.04,5.28,routine
3524,2,2019-12-30,returned_order,0.02,2.81,routine
3525,1,2019-12-31,prep_waste,0.37,55.05,routine
3526,1,2019-12-31,unsold_cooked,0.13,18.67,routine
3527,1,2019-12-31,spoilage,0.07,7.62,routine
3528,1,2019-12-31,returned_order,0.55,76.51,routine
3529,2,2019-12-31,prep_waste,0.44,58.58,routine
3530,2,2019-12-31,unsold_cooked,0.16,17.15,routine
3531,2,2019-12-31,spoilage,0.08,12.27,routine
3532,2,2019-12-31,returned_order,0.02,2.49,routine
3533,1,2020-01-01,prep_waste,0.36,44.39,routine
3534,1,2020-01-01,unsold_cooked,0.19,23.02,routine
3535,1,2020-01-01,spoilage,0.07,10.19,routine
3536,1,2020-01-01,returned_order,0.02,2.22,routine
3537,2,2020-01-01,prep_waste,0.22,28.12,routine
3538,2,2020-01-01,unsold_cooked,0.13,20.17,routine
3539,2,2020-01-01,spoilage,0.04,4.62,routine
3540,2,2020-01-01,returned_order,0.02,2.22,routine
3541,1,2020-01-02,prep_waste,0.44,64.09,routine
3542,1,2020-01-02,unsold_cooked,0.1,15.86,routine
3543,1,2020-01-02,spoilage,0.03,4.49,routine
3544,1,2020-01-02,returned_order,0.75,97.64,routine
3545,2,2020-01-02,prep_waste,0.23,25.62,routine
3546,2,2020-01-02,unsold_cooked,0.15,19.44,routine
3547,2,2020-01-02,spoilage,0.06,7.98,routine
3548,2,2020-01-02,returned_order,0.02,2.34,routine
3549,1,2020-01-03,prep_waste,0.22,33.5,routine
3550,1,2020-01-03,unsold_cooked,0.17,19.38,routine
3551,1,2020-01-03,spoilage,0.06,7.58,routine
3552,1,2020-01-03,returned_order,0.02,2.38,routine
3553,2,2020-01-03,prep_waste,0.18,23.96,routine
3554,2,2020-01-03,unsold_cooked,0.22,25.63,routine
3555,2,2020-01-03,spoilage,0.06,8.93,routine
3556,2,2020-01-03,returned_order,0.02,2.33,routine
3557,1,2020-01-04,prep_waste,0.41,46.52,routine
3558,1,2020-01-04,unsold_cooked,0.13,15.67,routine
3559,1,2020-01-04,spoilage,0.07,9.24,routine
3560,1,2020-01-04,returned_order,0.02,2.92,routine
3561,2,2020-01-04,prep_waste,0.4,44.4,routine
3562,2,2020-01-04,unsold_cooked,0.11,13.61,routine
3563,2,2020-01-04,spoilage,0.07,7.82,routine
3564,2,2020-01-04,returned_order,1.72,263.82,routine
3565,1,2020-01-05,prep_waste,0.19,24.41,routine
3566,1,2020-01-05,unsold_cooked,0.25,30.83,routine
3567,1,2020-01-05,spoilage,0.07,9.56,routine
3568,1,2020-01-05,returned_order,1.02,134.23,routine
3569,2,2020-01-05,prep_waste,0.29,35.58,routine
3570,2,2020-01-05,unsold_cooked,0.19,26.35,routine
3571,2,2020-01-05,spoilage,0.08,8.39,routine
3572,2,2020-01-05,returned_order,0.02,2.27,routine
3573,1,2020-01-06,prep_waste,0.37,47.82,routine
3574,1,2020-01-06,unsold_cooked,0.16,20.73,routine
3575,1,2020-01-06,spoilage,0.05,6.81,routine
3576,1,2020-01-06,returned_order,0.02,2.95,routine
3577,2,2020-01-06,prep_waste,0.24,28.62,routine
3578,2,2020-01-06,unsold_cooked,0.18,25.82,routine
3579,2,2020-01-06,spoilage,0.08,11.18,routine
3580,2,2020-01-06,returned_order,0.02,2.32,routine
3581,1,2020-01-07,prep_waste,0.35,38.85,routine
3582,1,2020-01-07,unsold_cooked,0.1,13.35,routine
3583,1,2020-01-07,spoilage,0.04,5.72,routine
3584,1,2020-01-07,returned_order,0.02,2.33,routine
3585,2,2020-01-07,prep_waste,0.36,39.31,routine
3586,2,2020-01-07,unsold_cooked,0.2,21.82,routine
3587,2,2020-01-07,spoilage,0.07,7.95,routine
3588,2,2020-01-07,returned_order,1.19,148.85,routine
3589,1,2020-01-08,prep_waste,0.43,61.32,routine
3590,1,2020-01-08,unsold_cooked,0.27,33.89,routine
3591,1,2020-01-08,spoilage,0.06,8.75,routine
3592,1,2020-01-08,returned_order,0.68,98.91,routine
3593,2,2020-01-08,prep_waste,0.41,59.41,routine
3594,2,2020-01-08,unsold_cooked,0.14,21.38,routine
3595,2,2020-01-08,spoilage,0.06,6.49,routine
3596,2,2020-01-08,returned_order,0.65,97.54,routine
3597,1,2020-01-09,prep_waste,0.28,30.8,routine
3598,1,2020-01-09,unsold_cooked,0.14,21.04,routine
3599,1,2020-01-09,spoilage,0.04,4.24,routine
3600,1,2020-01-09,returned_order,0.02,2.35,routine
3601,2,2020-01-09,prep_waste,0.23,30.79,routine
3602,2,2020-01-09,unsold_cooked,0.23,27.14,routine
3603,2,2020-01-09,spoilage,0.06,6.99,routine
3604,2,2020-01-09,returned_order,0.02,2.38,routine
3605,1,2020-01-10,prep_waste,0.42,50.84,routine
3606,1,2020-01-10,unsold_cooked,0.23,29.85,routine
3607,1,2020-01-10,spoilage,0.07,8.57,routine
3608,1,2020-01-10,returned_order,0.02,2.33,routine
3609,2,2020-01-10,prep_waste,0.3,32.41,routine
3610,2,2020-01-10,unsold_cooked,0.21,31.08,routine
3611,2,2020-01-10,spoilage,0.04,5.32,routine
3612,2,2020-01-10,returned_order,0.02,2.84,routine
3613,1,2020-01-11,prep_waste,0.39,41.81,routine
3614,1,2020-01-11,unsold_cooked,0.12,17.78,routine
3615,1,2020-01-11,spoilage,0.08,12.24,routine
3616,1,2020-01-11,returned_order,0.02,2.83,routine
3617,2,2020-01-11,prep_waste,0.37,52.89,routine
3618,2,2020-01-11,unsold_cooked,0.16,18.46,routine
3619,2,2020-01-11,spoilage,0.06,7.81,routine
3620,2,2020-01-11,returned_order,0.02,3.05,routine
3621,1,2020-01-12,prep_waste,0.44,47.0,routine
3622,1,2020-01-12,unsold_cooked,0.3,42.26,routine
3623,1,2020-01-12,spoilage,0.06,7.74,routine
3624,1,2020-01-12,returned_order,0.02,2.54,routine
3625,2,2020-01-12,prep_waste,0.41,44.12,routine
3626,2,2020-01-12,unsold_cooked,0.15,19.14,routine
3627,2,2020-01-12,spoilage,0.04,4.45,routine
3628,2,2020-01-12,returned_order,1.66,222.8,routine
3629,1,2020-01-13,prep_waste,0.28,31.44,routine
3630,1,2020-01-13,unsold_cooked,0.19,21.97,routine
3631,1,2020-01-13,spoilage,0.06,9.71,routine
3632,1,2020-01-13,returned_order,0.02,2.48,routine
3633,2,2020-01-13,prep_waste,0.38,51.56,routine
3634,2,2020-01-13,unsold_cooked,0.23,34.25,routine
3635,2,2020-01-13,spoilage,0.06,8.58,routine
3636,2,2020-01-13,returned_order,0.51,59.92,routine
3637,1,2020-01-14,prep_waste,0.24,25.76,routine
3638,1,2020-01-14,unsold_cooked,0.14,17.08,routine
3639,1,2020-01-14,spoilage,0.06,7.18,routine
3640,1,2020-01-14,returned_order,0.02,2.36,routine
3641,2,2020-01-14,prep_waste,0.34,39.96,routine
